order_date,order_date_of_month,dow,orders,delivery_fee,restaurant_id,food_price,is_coupon_used,is_bkk,is_chain_res,is_main_dish,CASH,LINEMAN_CREDIT_CARD,RLP,L,M,S,cooking_time_in_seconds_trf,delivery_time_in_seconds_trf,total_time_waiting,%_coupon_used,%_chain_res,%_S_resturant_orders,%_L_resturant_orders,orders_per_rest,%_CASH
119,27,0,629,10.0,105,110.0,619,308,143,471,526.0,47,56,214.0,141.0,274.0,759.0,491.0,1293.0,0.9841017488076311,0.2273449920508744,0.4356120826709062,0.34022257551669316,5.9904761904761905,0.8362480127186009
120,28,1,574,10.0,106,115.0,560,305,111,458,460.0,43,71,171.0,149.0,254.0,704.0,490.0,1254.0,0.975609756097561,0.19337979094076654,0.4425087108013937,0.2979094076655052,5.415094339622642,0.8013937282229965
121,29,2,569,10.0,108,120.0,555,282,98,434,460.0,48,61,202.0,140.0,227.0,671.0,479.0,1186.0,0.9753954305799648,0.17223198594024605,0.3989455184534271,0.35500878734622143,5.268518518518518,0.8084358523725835
122,30,3,515,10.0,100,114.0,503,271,95,374,430.0,36,49,151.0,105.0,259.0,656.0,500.0,1206.5,0.9766990291262136,0.18446601941747573,0.5029126213592233,0.29320388349514565,5.15,0.8349514563106796
123,31,4,586,10.0,106,125.0,575,289,116,447,477.0,42,67,207.0,163.0,216.0,748.5,467.0,1247.0,0.9812286689419796,0.19795221843003413,0.36860068259385664,0.3532423208191126,5.528301886792453,0.8139931740614335
124,1,5,502,5.5,98,120.0,492,271,70,401,409.0,43,50,153.0,151.0,198.0,692.0,514.0,1269.5,0.9800796812749004,0.1394422310756972,0.3944223107569721,0.3047808764940239,5.122448979591836,0.8147410358565738
125,2,6,584,10.0,102,130.0,575,297,105,478,480.0,43,61,176.0,178.0,230.0,763.0,508.5,1329.0,0.9845890410958904,0.1797945205479452,0.3938356164383562,0.3013698630136986,5.7254901960784315,0.821917808219178
126,3,0,651,10.0,105,129.0,642,301,113,529,554.0,50,47,243.0,186.0,222.0,778.0,484.5,1317.5,0.9861751152073732,0.17357910906298002,0.34101382488479265,0.37327188940092165,6.2,0.8509984639016898
127,4,1,604,10.0,101,125.0,591,323,96,479,469.0,66,69,200.0,127.0,277.0,700.0,468.0,1207.5,0.9784768211920529,0.15894039735099338,0.4586092715231788,0.33112582781456956,5.98019801980198,0.7764900662251656
128,5,2,533,10.0,98,116.0,520,264,85,422,447.0,40,46,158.0,140.0,235.0,678.0,499.0,1235.0,0.975609756097561,0.15947467166979362,0.44090056285178236,0.2964352720450281,5.438775510204081,0.8386491557223265
129,6,3,510,10.0,102,120.0,499,267,102,396,412.0,49,49,139.0,153.0,218.0,730.0,454.5,1211.5,0.9784313725490196,0.2,0.42745098039215684,0.2725490196078431,5.0,0.807843137254902
130,7,4,519,10.0,98,120.0,509,263,89,404,418.0,43,58,160.0,141.0,218.0,752.5,491.0,1279.5,0.9807321772639692,0.17148362235067438,0.42003853564547206,0.30828516377649323,5.295918367346939,0.8053949903660886
131,8,5,494,10.0,98,117.5,485,265,89,375,409.0,40,45,151.0,132.0,211.0,700.0,509.5,1308.0,0.9817813765182186,0.18016194331983806,0.4271255060728745,0.305668016194332,5.040816326530612,0.8279352226720648
132,9,6,543,2.0,109,130.0,533,281,88,452,446.0,38,59,185.0,142.0,216.0,743.0,516.0,1308.5,0.9815837937384899,0.16206261510128914,0.39779005524861877,0.3406998158379374,4.981651376146789,0.8213627992633518
133,10,0,490,10.0,95,125.0,476,239,90,388,390.0,48,52,140.0,144.0,206.0,729.0,476.0,1235.0,0.9714285714285714,0.1836734693877551,0.4204081632653061,0.2857142857142857,5.157894736842105,0.7959183673469388
134,11,1,520,10.0,101,125.0,513,277,100,397,422.0,41,57,166.0,148.0,206.0,699.0,484.0,1251.0,0.9865384615384616,0.19230769230769232,0.39615384615384613,0.3192307692307692,5.148514851485149,0.8115384615384615
135,12,2,597,10.0,111,119.0,583,292,91,467,483.0,48,66,185.0,166.0,246.0,741.0,492.0,1249.0,0.9765494137353434,0.152428810720268,0.4120603015075377,0.3098827470686767,5.378378378378378,0.8090452261306532
136,13,3,485,10.0,96,120.0,474,258,95,354,398.0,45,42,126.0,151.0,208.0,651.0,483.0,1194.0,0.977319587628866,0.1958762886597938,0.4288659793814433,0.2597938144329897,5.052083333333333,0.8206185567010309
137,14,4,496,10.0,105,125.0,489,242,78,359,405.0,41,50,159.0,115.0,222.0,673.0,486.0,1200.0,0.9858870967741935,0.15725806451612903,0.4475806451612903,0.32056451612903225,4.723809523809524,0.8165322580645161
138,15,5,434,0.0,98,130.0,423,220,69,345,343.0,43,48,127.0,112.0,195.0,645.0,479.0,1189.0,0.9746543778801844,0.15898617511520738,0.44930875576036866,0.2926267281105991,4.428571428571429,0.7903225806451613
139,16,6,545,0.0,101,122.0,534,277,96,437,447.0,49,49,182.0,131.0,232.0,723.5,498.0,1265.0,0.9798165137614679,0.1761467889908257,0.42568807339449544,0.3339449541284404,5.396039603960396,0.8201834862385321
140,17,0,597,10.0,90,130.0,579,286,113,465,464.0,61,72,185.0,159.0,253.0,713.0,505.0,1276.5,0.9698492462311558,0.18927973199329984,0.423785594639866,0.3098827470686767,6.633333333333334,0.7772194304857621
141,18,1,527,10.0,100,120.0,524,278,95,421,419.0,42,66,164.0,107.0,256.0,670.0,469.0,1198.0,0.9943074003795066,0.18026565464895636,0.4857685009487666,0.3111954459203036,5.27,0.7950664136622391
142,19,2,477,10.0,100,120.0,470,283,97,359,372.0,51,54,127.0,121.0,229.0,672.0,468.0,1203.0,0.9853249475890985,0.20335429769392033,0.480083857442348,0.2662473794549266,4.77,0.779874213836478
143,20,3,474,10.0,100,120.0,467,277,110,359,396.0,39,39,152.0,135.0,187.0,692.0,465.0,1213.0,0.9852320675105485,0.2320675105485232,0.39451476793248946,0.3206751054852321,4.74,0.8354430379746836
144,21,4,565,10.0,107,120.0,557,305,111,433,451.0,49,65,166.0,169.0,230.0,675.0,461.0,1185.5,0.9858407079646018,0.19646017699115045,0.40707964601769914,0.2938053097345133,5.280373831775701,0.7982300884955752
145,22,5,561,10.0,116,128.97,553,295,90,453,463.0,47,51,169.0,157.0,235.0,740.0,473.0,1206.0,0.9857397504456328,0.16042780748663102,0.41889483065953653,0.30124777183600715,4.836206896551724,0.8253119429590018
146,23,6,596,10.0,108,127.5,586,331,110,469,487.0,46,63,201.0,164.0,231.0,684.0,475.0,1218.0,0.9832214765100671,0.18456375838926176,0.3875838926174497,0.337248322147651,5.518518518518518,0.8171140939597316
147,24,0,566,10.0,100,129.0,560,321,110,465,465.0,54,47,208.0,163.0,195.0,717.5,451.5,1206.0,0.9893992932862191,0.19434628975265017,0.34452296819787986,0.3674911660777385,5.66,0.8215547703180212
148,25,1,482,1.0,103,130.0,478,286,76,373,394.0,46,42,135.0,125.0,222.0,696.5,473.0,1237.0,0.991701244813278,0.15767634854771784,0.4605809128630705,0.2800829875518672,4.679611650485437,0.8174273858921162
149,26,2,536,7.5,109,120.0,514,310,94,415,423.0,65,48,136.0,179.0,221.0,708.5,488.5,1287.5,0.9589552238805971,0.17537313432835822,0.4123134328358209,0.2537313432835821,4.91743119266055,0.789179104477612
150,27,3,439,0.0,99,120.0,429,239,89,326,341.0,48,50,151.0,138.0,150.0,638.0,463.0,1182.5,0.9772209567198178,0.20273348519362186,0.3416856492027335,0.3439635535307517,4.434343434343434,0.7767653758542141
151,28,4,510,10.0,106,115.0,502,267,68,378,403.0,50,57,154.0,144.0,212.0,699.0,468.5,1236.0,0.984313725490196,0.13333333333333333,0.41568627450980394,0.30196078431372547,4.811320754716981,0.7901960784313725
152,29,5,496,10.0,109,122.0,489,256,86,392,406.0,45,45,148.0,139.0,209.0,683.0,461.0,1214.0,0.9858870967741935,0.17338709677419356,0.4213709677419355,0.29838709677419356,4.5504587155963305,0.8185483870967742
153,30,6,511,0.0,102,128.0,499,259,80,408,407.0,54,50,171.0,133.0,207.0,739.0,444.0,1238.0,0.9765166340508806,0.15655577299412915,0.4050880626223092,0.33463796477495106,5.009803921568627,0.7964774951076321
154,31,0,628,10.0,101,138.0,620,315,93,515,499.0,62,67,224.0,175.0,229.0,755.0,464.0,1266.0,0.9872611464968153,0.1480891719745223,0.3646496815286624,0.35668789808917195,6.217821782178218,0.7945859872611465
155,1,1,584,0.0,97,126.0,577,331,116,450,461.0,57,66,179.0,179.0,226.0,711.0,462.0,1231.0,0.988013698630137,0.19863013698630136,0.386986301369863,0.3065068493150685,6.020618556701031,0.7893835616438356
156,2,2,570,10.0,108,129.5,567,325,110,419,455.0,53,62,182.0,167.0,221.0,655.0,476.0,1196.0,0.9947368421052631,0.19298245614035087,0.387719298245614,0.3192982456140351,5.277777777777778,0.7982456140350878
157,3,3,496,10.0,97,125.0,495,258,108,370,405.0,43,48,144.0,169.0,183.0,650.0,486.0,1212.0,0.9979838709677419,0.21774193548387097,0.3689516129032258,0.2903225806451613,5.11340206185567,0.8165322580645161
158,4,4,542,10.0,112,120.0,533,317,123,398,429.0,65,48,157.0,177.0,208.0,681.0,486.5,1225.0,0.9833948339483395,0.22693726937269373,0.3837638376383764,0.2896678966789668,4.839285714285714,0.7915129151291513
159,5,5,530,10.0,110,125.0,526,289,109,394,432.0,42,56,175.0,153.0,202.0,719.5,491.0,1235.5,0.9924528301886792,0.20566037735849058,0.38113207547169814,0.330188679245283,4.818181818181818,0.8150943396226416
160,6,6,533,10.0,111,132.0,528,285,111,421,435.0,57,41,162.0,176.0,195.0,725.0,478.0,1234.5,0.9906191369606003,0.20825515947467166,0.36585365853658536,0.30393996247654786,4.801801801801802,0.8161350844277674
161,7,0,579,10.0,103,130.0,577,313,140,450,482.0,46,51,171.0,196.0,212.0,791.0,465.0,1280.0,0.9965457685664939,0.24179620034542315,0.36614853195164077,0.29533678756476683,5.621359223300971,0.8324697754749568
162,8,1,522,0.0,104,120.0,521,293,101,391,397.0,44,81,185.0,153.0,184.0,664.0,460.0,1165.0,0.9980842911877394,0.19348659003831417,0.3524904214559387,0.3544061302681992,5.019230769230769,0.7605363984674329
163,9,2,534,10.0,109,120.0,532,313,110,421,441.0,44,49,147.0,176.0,211.0,671.0,461.0,1172.0,0.9962546816479401,0.20599250936329588,0.3951310861423221,0.2752808988764045,4.89908256880734,0.8258426966292135
164,10,3,459,0.0,103,120.0,455,269,108,332,373.0,40,46,138.0,165.0,156.0,702.0,467.0,1204.0,0.9912854030501089,0.23529411764705882,0.33986928104575165,0.3006535947712418,4.456310679611651,0.8126361655773421
165,11,4,474,10.0,103,120.0,472,242,102,348,386.0,39,49,127.0,153.0,194.0,673.5,434.5,1168.0,0.9957805907172996,0.21518987341772153,0.4092827004219409,0.2679324894514768,4.601941747572815,0.8143459915611815
166,12,5,426,10.0,111,120.0,425,229,70,315,346.0,41,39,153.0,117.0,156.0,671.5,456.0,1133.5,0.9976525821596244,0.1643192488262911,0.36619718309859156,0.3591549295774648,3.8378378378378377,0.812206572769953
167,13,6,527,10.0,110,128.0,524,271,98,397,419.0,52,56,174.0,183.0,170.0,701.0,458.0,1221.5,0.9943074003795066,0.1859582542694497,0.3225806451612903,0.3301707779886148,4.790909090909091,0.7950664136622391
168,14,0,492,10.0,98,129.0,487,244,108,386,398.0,48,46,176.0,138.0,178.0,712.0,438.0,1217.0,0.9898373983739838,0.21951219512195122,0.3617886178861789,0.35772357723577236,5.020408163265306,0.8089430894308943
169,15,1,486,10.0,92,139.5,481,282,96,364,389.0,52,45,170.0,150.0,166.0,706.0,452.5,1184.0,0.9897119341563786,0.19753086419753085,0.34156378600823045,0.3497942386831276,5.282608695652174,0.8004115226337448
170,16,2,443,15.0,100,125.0,442,250,64,330,354.0,47,42,131.0,126.0,186.0,692.0,470.0,1184.0,0.9977426636568849,0.14446952595936793,0.4198645598194131,0.29571106094808125,4.43,0.7990970654627539
171,17,3,389,15.0,97,135.0,388,210,70,291,325.0,37,27,115.0,115.0,159.0,644.0,451.0,1157.0,0.9974293059125964,0.17994858611825193,0.4087403598971722,0.29562982005141386,4.010309278350515,0.8354755784061697
172,18,4,434,10.0,102,125.0,434,239,85,336,366.0,40,28,132.0,148.0,154.0,691.0,463.5,1201.0,1.0,0.195852534562212,0.3548387096774194,0.30414746543778803,4.254901960784314,0.8433179723502304
173,19,5,431,15.0,100,140.0,425,238,62,330,347.0,45,39,148.0,121.0,162.0,741.0,454.0,1263.0,0.9860788863109049,0.14385150812064965,0.37587006960556846,0.3433874709976798,4.31,0.8051044083526682
174,20,6,453,8.0,96,135.0,447,252,83,337,362.0,48,43,177.0,136.0,140.0,741.0,465.0,1270.0,0.9867549668874173,0.18322295805739514,0.3090507726269316,0.39072847682119205,4.71875,0.7991169977924945
175,21,0,536,15.0,100,134.5,534,249,95,421,447.0,47,42,197.0,136.0,203.0,743.0,477.0,1245.0,0.996268656716418,0.17723880597014927,0.3787313432835821,0.3675373134328358,5.36,0.8339552238805971
176,22,1,413,8.0,94,120.0,413,213,60,320,330.0,44,39,122.0,132.0,159.0,674.0,450.0,1183.0,1.0,0.14527845036319612,0.38498789346246975,0.29539951573849876,4.3936170212765955,0.7990314769975787
177,23,2,429,8.0,93,115.0,427,247,66,322,330.0,54,45,136.0,124.0,169.0,695.0,425.0,1170.5,0.9953379953379954,0.15384615384615385,0.3939393939393939,0.317016317016317,4.612903225806452,0.7692307692307693
178,24,3,464,5.0,97,138.0,462,257,89,343,371.0,46,47,169.0,115.0,180.0,694.0,443.0,1147.0,0.9956896551724138,0.19181034482758622,0.3879310344827586,0.3642241379310345,4.783505154639175,0.7995689655172413
179,25,4,432,10.0,105,120.0,429,241,61,322,349.0,47,36,145.0,105.0,182.0,700.0,460.0,1209.0,0.9930555555555556,0.1412037037037037,0.4212962962962963,0.33564814814814814,4.114285714285714,0.8078703703703703
180,26,5,419,15.0,101,138.0,416,237,73,344,360.0,29,30,140.0,127.0,152.0,729.5,448.0,1208.5,0.9928400954653938,0.17422434367541767,0.3627684964200477,0.3341288782816229,4.148514851485149,0.8591885441527446
181,27,6,474,5.0,94,126.58500000000001,470,238,83,381,386.0,50,38,154.0,140.0,180.0,737.0,447.5,1188.0,0.9915611814345991,0.1751054852320675,0.379746835443038,0.32489451476793246,5.042553191489362,0.8143459915611815
182,28,0,468,10.0,99,138.0,461,218,77,373,383.0,47,38,158.0,119.0,191.0,699.5,466.0,1185.5,0.9850427350427351,0.16452991452991453,0.4081196581196581,0.33760683760683763,4.7272727272727275,0.8183760683760684
183,29,1,475,10.0,97,140.0,467,251,68,379,374.0,56,45,172.0,126.0,177.0,715.0,445.0,1145.0,0.9831578947368421,0.1431578947368421,0.3726315789473684,0.36210526315789476,4.896907216494846,0.7873684210526316
184,30,2,420,5.0,104,135.0,419,244,78,329,334.0,50,36,116.0,135.0,169.0,723.5,455.5,1224.5,0.9976190476190476,0.18571428571428572,0.4023809523809524,0.2761904761904762,4.038461538461538,0.7952380952380952
185,31,3,363,5.0,91,135.0,360,189,66,260,288.0,43,32,141.0,95.0,127.0,677.5,458.0,1166.0,0.9917355371900827,0.18181818181818182,0.349862258953168,0.3884297520661157,3.989010989010989,0.7933884297520661
186,1,4,389,10.0,102,140.0,386,216,75,268,323.0,35,31,129.0,95.0,165.0,651.0,463.0,1216.5,0.9922879177377892,0.1928020565552699,0.4241645244215938,0.33161953727506427,3.8137254901960786,0.8303341902313625
187,2,5,457,6.0,109,130.0,451,262,73,319,352.0,53,52,154.0,139.0,164.0,688.5,455.0,1211.0,0.986870897155361,0.15973741794310722,0.3588621444201313,0.33698030634573306,4.192660550458716,0.7702407002188184
188,3,6,466,15.0,107,150.0,463,270,89,347,378.0,46,42,173.0,156.0,137.0,726.0,469.5,1220.5,0.9935622317596566,0.19098712446351931,0.2939914163090129,0.37124463519313305,4.355140186915888,0.8111587982832618
189,4,0,487,6.0,99,130.0,483,267,102,371,398.0,45,44,181.0,144.0,162.0,689.0,460.5,1199.5,0.9917864476386037,0.20944558521560575,0.3326488706365503,0.37166324435318276,4.91919191919192,0.8172484599589322
190,5,1,477,5.0,97,140.0,474,274,95,362,382.0,58,37,182.0,150.0,145.0,719.0,423.0,1221.0,0.9937106918238994,0.19916142557651992,0.3039832285115304,0.38155136268343814,4.917525773195877,0.80083857442348
191,6,2,420,5.0,105,125.0,416,244,97,316,335.0,50,35,138.0,131.0,151.0,705.0,449.5,1181.0,0.9904761904761905,0.23095238095238096,0.3595238095238095,0.32857142857142857,4.0,0.7976190476190477
192,7,3,398,5.0,94,135.0,392,229,96,292,320.0,40,38,152.0,119.0,127.0,711.0,479.0,1271.0,0.9849246231155779,0.24120603015075376,0.31909547738693467,0.38190954773869346,4.23404255319149,0.8040201005025126
193,8,4,443,5.0,105,140.0,442,255,99,333,344.0,51,48,137.0,159.0,147.0,762.0,450.0,1257.0,0.9977426636568849,0.2234762979683973,0.33182844243792325,0.309255079006772,4.219047619047619,0.7765237020316027
194,9,5,482,5.0,116,136.0,476,297,111,343,381.0,53,48,180.0,162.0,140.0,716.0,451.5,1195.0,0.9875518672199171,0.23029045643153526,0.29045643153526973,0.37344398340248963,4.155172413793103,0.7904564315352697
195,10,6,492,5.0,109,145.0,482,317,137,374,386.0,57,49,173.0,166.0,153.0,755.0,485.5,1256.0,0.9796747967479674,0.2784552845528455,0.31097560975609756,0.3516260162601626,4.513761467889908,0.7845528455284553
196,11,0,532,5.5,97,140.0,525,306,108,405,405.0,69,58,212.0,147.0,173.0,757.0,456.0,1237.5,0.9868421052631579,0.20300751879699247,0.325187969924812,0.39849624060150374,5.484536082474227,0.7612781954887218
197,12,1,440,5.0,95,129.5,430,296,109,325,340.0,53,47,152.0,143.0,145.0,739.0,439.5,1221.0,0.9772727272727273,0.24772727272727274,0.32954545454545453,0.34545454545454546,4.631578947368421,0.7727272727272727
198,13,2,465,5.0,94,140.0,457,280,116,349,377.0,54,34,142.0,166.0,157.0,761.0,448.0,1241.5,0.9827956989247312,0.24946236559139784,0.33763440860215055,0.3053763440860215,4.946808510638298,0.810752688172043
199,14,3,459,6.0,96,125.0,452,266,104,341,356.0,49,54,160.0,137.0,162.0,713.5,469.0,1239.0,0.9847494553376906,0.22657952069716775,0.35294117647058826,0.3485838779956427,4.78125,0.775599128540305
200,15,4,475,5.0,101,139.0,471,286,115,347,379.0,59,37,175.0,164.0,136.0,746.5,459.0,1272.5,0.991578947368421,0.24210526315789474,0.2863157894736842,0.3684210526315789,4.702970297029703,0.7978947368421052
201,16,5,431,5.0,110,135.0,427,260,92,302,339.0,51,41,139.0,143.0,149.0,699.0,487.0,1214.5,0.9907192575406032,0.21345707656612528,0.345707656612529,0.3225058004640371,3.918181818181818,0.7865429234338747
202,17,6,517,10.0,103,145.0,511,303,113,391,421.0,51,45,157.0,189.0,171.0,764.0,485.0,1297.0,0.988394584139265,0.218568665377176,0.3307543520309478,0.3036750483558994,5.019417475728155,0.8143133462282398
203,18,0,545,5.0,107,140.0,537,325,124,419,444.0,58,43,179.0,176.0,190.0,809.0,453.0,1319.0,0.9853211009174312,0.22752293577981653,0.3486238532110092,0.3284403669724771,5.093457943925234,0.8146788990825689
204,19,1,516,5.0,106,142.0,507,298,96,375,417.0,50,49,188.0,184.0,144.0,737.0,447.0,1208.0,0.9825581395348837,0.18604651162790697,0.27906976744186046,0.3643410852713178,4.867924528301887,0.8081395348837209
205,20,2,452,10.0,107,135.0,444,265,83,330,358.0,60,34,124.0,169.0,159.0,734.0,465.5,1275.0,0.9823008849557522,0.1836283185840708,0.35176991150442477,0.2743362831858407,4.224299065420561,0.7920353982300885
206,21,3,444,10.0,101,140.0,428,276,129,322,359.0,48,37,139.0,164.0,141.0,749.0,486.0,1288.0,0.963963963963964,0.2905405405405405,0.31756756756756754,0.3130630630630631,4.396039603960396,0.8085585585585585
207,22,4,467,10.0,108,144.0,454,276,103,338,367.0,58,42,171.0,144.0,152.0,736.0,441.5,1253.5,0.9721627408993576,0.22055674518201285,0.32548179871520344,0.36616702355460384,4.324074074074074,0.7858672376873662
208,23,5,485,10.0,115,150.0,475,318,122,366,385.0,44,56,197.0,152.0,136.0,744.0,483.0,1288.0,0.979381443298969,0.2515463917525773,0.2804123711340206,0.4061855670103093,4.217391304347826,0.7938144329896907
209,24,6,594,10.0,110,142.095,586,326,131,453,474.0,68,52,225.0,177.0,192.0,742.0,458.0,1262.0,0.9865319865319865,0.22053872053872053,0.32323232323232326,0.3787878787878788,5.4,0.797979797979798
210,25,0,605,10.0,104,145.0,598,342,134,449,490.0,65,50,237.0,168.0,200.0,765.0,432.0,1248.0,0.9884297520661157,0.22148760330578512,0.3305785123966942,0.39173553719008264,5.8173076923076925,0.8099173553719008
211,26,1,542,10.0,108,130.0,528,282,84,392,436.0,59,47,183.0,149.0,210.0,703.5,462.0,1195.0,0.974169741697417,0.15498154981549817,0.3874538745387454,0.3376383763837638,5.018518518518518,0.8044280442804428
212,27,2,520,10.0,112,138.0,504,299,105,363,398.0,61,61,163.0,168.0,189.0,719.5,450.0,1236.0,0.9692307692307692,0.20192307692307693,0.36346153846153845,0.31346153846153846,4.642857142857143,0.7653846153846153
213,28,3,539,10.0,101,147.0,514,312,123,406,436.0,55,48,215.0,181.0,143.0,751.5,430.0,1258.5,0.9536178107606679,0.22820037105751392,0.2653061224489796,0.39888682745825604,5.336633663366337,0.8089053803339518
214,29,4,451,15.0,89,165.0,431,295,121,347,374.0,40,37,146.0,194.0,111.0,861.0,471.0,1381.0,0.9556541019955654,0.2682926829268293,0.24611973392461198,0.3237250554323725,5.067415730337078,0.8292682926829268
215,30,5,515,15.0,75,170.0,497,329,135,402,425.0,49,41,206.0,163.0,146.0,839.0,452.0,1354.0,0.9650485436893204,0.2621359223300971,0.283495145631068,0.4,6.866666666666666,0.8252427184466019
216,31,6,629,10.0,89,158.0,601,416,137,481,505.0,73,51,244.0,233.0,152.0,816.5,451.5,1307.0,0.9554848966613673,0.2178060413354531,0.24165341812400637,0.38791732909379967,7.067415730337078,0.8028616852146264
217,1,0,680,10.0,99,142.0,659,426,128,512,552.0,70,58,272.0,197.0,211.0,799.0,443.0,1266.0,0.9691176470588235,0.18823529411764706,0.31029411764705883,0.4,6.8686868686868685,0.8117647058823529
218,2,1,582,10.0,111,138.0,571,350,106,455,460.0,65,57,220.0,157.0,205.0,706.0,450.0,1206.0,0.9810996563573883,0.18213058419243985,0.35223367697594504,0.37800687285223367,5.243243243243243,0.7903780068728522
219,3,2,586,10.0,115,140.0,577,347,129,436,466.0,71,49,204.0,186.0,196.0,700.0,444.5,1182.0,0.984641638225256,0.22013651877133106,0.33447098976109213,0.34812286689419797,5.095652173913043,0.7952218430034129
220,4,3,546,10.0,110,130.0,535,329,108,386,437.0,65,44,194.0,166.0,186.0,726.0,448.5,1235.0,0.9798534798534798,0.1978021978021978,0.34065934065934067,0.3553113553113553,4.963636363636364,0.8003663003663004
221,5,4,538,10.0,118,138.0,533,343,111,393,419.0,77,42,171.0,156.0,211.0,726.0,449.0,1222.0,0.9907063197026023,0.20631970260223048,0.39219330855018586,0.31784386617100374,4.559322033898305,0.7788104089219331
222,6,5,581,10.0,124,145.0,570,349,96,409,444.0,82,55,206.0,169.0,206.0,717.0,448.0,1203.0,0.9810671256454389,0.16523235800344235,0.35456110154905335,0.35456110154905335,4.685483870967742,0.7641996557659209
223,7,6,579,10.0,124,149.0,573,346,92,424,458.0,59,62,226.0,164.0,189.0,708.0,435.0,1225.5,0.9896373056994818,0.15889464594127806,0.32642487046632124,0.3903281519861831,4.669354838709677,0.7910189982728842
224,8,0,602,5.0,112,149.5,597,337,94,435,475.0,61,66,220.0,183.0,199.0,711.5,433.5,1225.5,0.9916943521594684,0.15614617940199335,0.33056478405315615,0.3654485049833887,5.375,0.7890365448504983
225,9,1,548,10.0,113,146.0,544,322,108,407,406.0,73,69,200.0,167.0,181.0,712.0,445.0,1192.0,0.9927007299270073,0.19708029197080293,0.3302919708029197,0.36496350364963503,4.849557522123894,0.7408759124087592
226,10,2,515,10.0,116,133.0,506,313,91,369,394.0,65,56,183.0,151.0,181.0,697.0,451.0,1194.0,0.9825242718446602,0.1766990291262136,0.35145631067961164,0.3553398058252427,4.439655172413793,0.7650485436893204
227,11,3,519,10.0,113,138.0,512,299,93,392,389.0,74,56,193.0,139.0,187.0,732.0,440.0,1259.0,0.9865125240847784,0.1791907514450867,0.3603082851637765,0.371868978805395,4.592920353982301,0.7495183044315993
228,12,4,501,10.0,115,134.0,497,272,89,375,384.0,80,37,150.0,155.0,196.0,690.5,453.0,1181.0,0.9920159680638723,0.17764471057884232,0.3912175648702595,0.2994011976047904,4.356521739130435,0.7664670658682635
229,13,5,523,10.0,112,145.0,517,302,82,401,403.0,73,47,184.0,153.0,186.0,650.0,433.0,1135.5,0.988527724665392,0.15678776290630975,0.35564053537284895,0.35181644359464626,4.669642857142857,0.7705544933078394
230,14,6,583,10.0,120,150.0,578,307,89,441,460.0,70,53,226.0,162.0,195.0,719.5,435.0,1208.5,0.9914236706689536,0.15265866209262435,0.3344768439108062,0.3876500857632933,4.858333333333333,0.7890222984562607
231,15,0,552,10.0,109,140.0,549,305,98,401,435.0,56,61,189.0,169.0,194.0,714.5,443.5,1196.5,0.9945652173913043,0.17753623188405798,0.35144927536231885,0.3423913043478261,5.064220183486238,0.7880434782608695
232,16,1,518,8.0,117,132.0,513,274,83,367,385.0,84,49,156.0,149.0,213.0,656.0,427.5,1117.5,0.9903474903474904,0.16023166023166024,0.4111969111969112,0.30115830115830117,4.427350427350428,0.7432432432432432
233,17,2,483,10.0,114,144.0,475,280,74,355,349.0,79,55,155.0,142.0,186.0,688.0,425.0,1192.0,0.9834368530020704,0.15320910973084886,0.38509316770186336,0.32091097308488614,4.2368421052631575,0.722567287784679
234,18,3,543,10.0,113,135.0,532,294,109,399,419.0,71,53,188.0,158.0,197.0,690.5,423.0,1162.0,0.9797421731123389,0.2007366482504604,0.36279926335174956,0.3462246777163904,4.8053097345132745,0.7716390423572744
235,19,4,543,10.0,115,135.0,535,276,77,401,414.0,78,51,190.0,155.0,198.0,690.5,433.0,1159.0,0.9852670349907919,0.141804788213628,0.36464088397790057,0.34990791896869244,4.721739130434782,0.7624309392265194
236,20,5,521,5.0,118,145.0,515,303,65,374,410.0,65,46,188.0,145.0,188.0,684.0,455.0,1151.0,0.9884836852207294,0.12476007677543186,0.36084452975047987,0.36084452975047987,4.415254237288136,0.7869481765834933
237,21,6,598,10.0,124,150.0,587,314,82,442,450.0,80,68,231.0,163.0,204.0,714.0,413.0,1153.0,0.9816053511705686,0.13712374581939799,0.3411371237458194,0.3862876254180602,4.82258064516129,0.7525083612040134
238,22,0,597,10.0,110,140.0,593,347,94,446,469.0,73,55,218.0,157.0,222.0,698.0,464.0,1153.5,0.9932998324958124,0.1574539363484087,0.37185929648241206,0.36515912897822445,5.427272727272728,0.7855946398659966
239,23,1,578,5.5,117,137.5,570,282,95,429,442.0,75,61,190.0,155.0,233.0,690.5,411.5,1171.5,0.986159169550173,0.1643598615916955,0.4031141868512111,0.328719723183391,4.94017094017094,0.7647058823529411
240,24,2,573,6.0,119,138.0,564,332,90,405,434.0,76,63,184.0,182.0,207.0,653.0,441.0,1117.0,0.9842931937172775,0.15706806282722513,0.3612565445026178,0.32111692844677137,4.815126050420168,0.7574171029668412
241,25,3,551,5.0,118,150.0,545,326,87,404,441.0,68,42,207.0,162.0,182.0,722.0,429.0,1179.0,0.9891107078039928,0.15789473684210525,0.33030852994555354,0.37568058076225047,4.669491525423729,0.8003629764065335
242,26,4,582,5.0,129,131.0,577,347,98,411,459.0,76,47,200.0,159.0,223.0,643.0,427.0,1127.0,0.9914089347079038,0.16838487972508592,0.38316151202749144,0.3436426116838488,4.511627906976744,0.788659793814433
