hrs_index,order_hour,order_date_of_month,dow,orders,delivery_fee,restaurant_id,food_price,is_coupon_used,is_bkk,is_chain_res,is_main_dish,CASH,LINEMAN_CREDIT_CARD,RLP,L,M,S,cooking_time_in_seconds_trf,delivery_time_in_seconds_trf,total_time_waiting,%_coupon_used
7,7,2,1,2,5.0,2,115.0,0,1,1,1,1,0,1,1,0,1,664.0,420.5,1084.5,0.0
8,8,2,1,9,0.0,6,80.0,0,5,2,6,7,0,2,1,1,7,541.0,538.0,1214.0,0.0
9,9,2,1,10,0.0,8,125.0,0,3,1,6,10,0,0,0,2,8,758.0,373.0,1026.0,0.0
10,10,2,1,22,10.0,15,120.0,2,11,4,17,21,0,1,9,5,8,629.0,638.5,1221.5,0.09090909090909091
11,11,2,1,46,10.0,26,119.0,5,21,6,38,42,0,4,16,15,15,755.0,522.0,1331.0,0.10869565217391304
12,12,2,1,38,10.0,22,125.0,5,15,5,30,35,0,3,15,6,17,991.5,439.0,1402.0,0.13157894736842105
13,13,2,1,33,10.0,23,123.0,3,16,6,20,32,0,1,7,12,14,615.0,520.0,1072.0,0.09090909090909091
14,14,2,1,26,10.0,16,102.5,0,8,2,17,24,0,2,13,8,5,559.0,472.0,1229.0,0.0
15,15,2,1,20,10.0,15,108.0,2,7,3,11,19,0,1,4,7,9,713.5,548.0,1230.5,0.1
16,16,2,1,24,10.0,20,185.0,2,13,7,22,24,0,0,5,8,11,949.0,530.5,1498.0,0.08333333333333333
17,17,2,1,35,10.0,23,100.0,4,12,4,27,33,0,2,20,9,6,811.0,495.0,1333.0,0.11428571428571428
18,18,2,1,43,10.0,25,154.0,6,17,5,31,43,0,0,22,11,10,781.0,478.0,1251.0,0.13953488372093023
19,19,2,1,22,0.0,16,172.0,2,11,1,19,22,0,0,7,4,11,810.0,391.5,1180.0,0.09090909090909091
20,20,2,1,24,0.0,12,137.5,0,14,0,24,23,0,1,7,11,6,844.5,453.5,1302.0,0.0
21,21,2,1,10,10.0,5,207.5,0,7,0,10,9,0,1,7,1,2,769.5,558.5,1467.5,0.0
31,7,3,2,2,5.5,2,129.5,0,0,0,2,2,0,0,1,0,1,699.5,430.5,1130.0,0.0
32,8,3,2,12,10.0,9,100.0,1,2,2,6,10,0,2,3,1,8,574.0,519.0,980.0,0.08333333333333333
33,9,3,2,12,5.0,8,154.5,0,3,0,9,11,0,1,4,2,6,584.0,549.5,1165.0,0.0
34,10,3,2,34,10.0,21,122.5,2,14,2,30,30,0,4,12,9,13,719.0,575.5,1178.0,0.058823529411764705
35,11,3,2,50,10.0,33,164.0,5,21,13,34,47,0,3,17,14,19,830.5,499.5,1377.5,0.1
36,12,3,2,36,10.0,24,119.0,3,15,14,22,35,0,1,14,12,10,685.0,551.0,1282.0,0.08333333333333333
37,13,3,2,29,0.0,23,130.0,0,17,8,17,26,0,3,12,7,10,571.0,463.0,1190.0,0.0
38,14,3,2,28,0.0,18,136.5,1,8,4,22,24,0,4,14,7,7,781.0,445.0,1230.5,0.03571428571428571
39,15,3,2,25,10.0,17,128.0,1,10,4,18,24,0,1,10,6,9,863.5,403.0,1262.0,0.04
40,16,3,2,23,10.0,20,158.0,3,13,6,18,22,0,1,8,11,4,697.0,425.0,1547.0,0.13043478260869565
41,17,3,2,27,0.0,21,162.0,2,13,8,23,25,0,2,7,10,10,791.5,554.0,1361.5,0.07407407407407407
42,18,3,2,38,10.0,30,219.5,7,16,10,29,36,0,2,10,11,17,975.5,604.5,1772.0,0.18421052631578946
43,19,3,2,31,10.0,18,239.0,4,17,5,28,30,0,1,10,14,7,1229.0,463.0,1583.0,0.12903225806451613
44,20,3,2,26,10.0,17,135.0,2,12,0,24,25,0,1,10,5,11,907.0,568.5,1435.5,0.07692307692307693
45,21,3,2,12,5.0,7,60.0,1,8,0,12,12,0,0,6,2,4,631.0,602.0,1616.0,0.08333333333333333
55,7,4,3,1,0.0,1,100.0,0,1,0,1,1,0,0,0,0,1,233.0,485.0,718.0,0.0
56,8,4,3,15,0.0,7,100.0,1,9,0,13,13,0,2,4,1,10,557.0,451.0,906.0,0.06666666666666667
57,9,4,3,16,0.0,10,89.0,1,8,0,11,15,0,1,7,1,8,610.0,426.5,1215.5,0.0625
58,10,4,3,33,10.0,23,140.0,7,17,8,26,31,0,2,9,11,13,771.5,517.0,1452.0,0.21212121212121213
59,11,4,3,49,10.0,24,173.0,3,23,12,41,46,0,3,23,12,14,1040.0,520.0,1713.0,0.061224489795918366
60,12,4,3,37,10.0,26,150.0,5,17,7,33,36,0,1,11,11,15,767.5,537.0,1457.0,0.13513513513513514
61,13,4,3,33,10.0,20,128.0,4,12,9,19,33,0,0,13,8,12,747.0,609.0,1372.0,0.12121212121212122
62,14,4,3,31,10.0,23,165.0,1,10,5,21,31,0,0,13,10,8,869.0,518.0,1509.0,0.03225806451612903
63,15,4,3,23,10.0,16,150.0,4,8,2,16,23,0,0,7,9,7,749.0,594.0,1267.0,0.17391304347826086
64,16,4,3,23,10.0,14,115.0,3,6,4,16,23,0,0,11,9,3,672.0,427.0,1198.0,0.13043478260869565
65,17,4,3,31,10.0,23,173.0,6,13,6,24,29,0,2,9,5,17,801.0,514.0,1340.0,0.1935483870967742
66,18,4,3,32,10.0,26,160.0,5,15,6,28,30,0,2,9,8,15,984.0,564.5,1562.0,0.15625
67,19,4,3,28,10.0,15,122.5,3,11,5,22,28,0,0,7,5,16,742.5,467.0,1394.5,0.10714285714285714
68,20,4,3,7,0.0,7,70.0,0,2,0,7,7,0,0,2,1,4,619.0,468.0,1133.0,0.0
69,21,4,3,6,0.0,3,157.5,0,4,0,6,6,0,0,4,0,2,685.0,367.5,1281.0,0.0
79,7,5,4,3,10.0,2,115.0,0,3,1,2,1,0,2,1,0,2,566.0,697.0,1051.0,0.0
80,8,5,4,11,0.0,8,150.0,0,8,1,8,9,0,2,2,2,7,566.0,378.0,1176.0,0.0
81,9,5,4,20,0.0,9,107.5,2,3,1,13,19,0,1,10,0,10,742.5,331.0,988.0,0.1
82,10,5,4,26,10.0,17,140.0,3,16,3,23,23,0,3,5,4,17,526.0,500.5,1113.0,0.11538461538461539
83,11,5,4,53,10.0,31,130.0,5,25,7,45,50,0,3,18,12,23,737.5,495.0,1228.0,0.09433962264150944
84,12,5,4,43,10.0,24,121.0,2,19,10,33,41,0,2,21,10,12,678.0,522.0,1240.0,0.046511627906976744
85,13,5,4,29,10.0,21,125.0,2,12,6,21,29,0,0,11,6,12,689.0,465.0,1267.5,0.06896551724137931
86,14,5,4,28,10.0,15,104.0,1,3,0,18,27,0,1,12,5,11,607.5,459.5,1119.0,0.03571428571428571
87,15,5,4,18,10.0,14,174.5,2,6,3,10,18,0,0,7,2,9,865.0,614.0,1265.0,0.1111111111111111
88,16,5,4,27,10.0,19,121.0,2,9,6,25,26,0,1,5,9,13,806.0,575.0,1414.0,0.07407407407407407
89,17,5,4,30,10.0,20,178.5,5,12,9,28,29,0,1,12,11,7,1065.0,545.5,1483.0,0.16666666666666666
90,18,5,4,34,10.0,27,132.5,2,11,2,25,33,0,1,10,7,17,659.5,489.0,1318.5,0.058823529411764705
91,19,5,4,25,10.0,19,180.0,4,9,1,21,24,0,1,6,5,14,629.0,457.0,1209.0,0.16
92,20,5,4,20,0.0,12,147.0,2,8,0,20,20,0,0,9,2,9,660.0,345.5,1096.5,0.1
93,21,5,4,6,10.0,3,207.5,0,5,0,6,6,0,0,3,2,1,1378.0,397.0,1822.5,0.0
102,6,6,5,1,10.0,1,100.0,0,1,0,1,1,0,0,0,0,1,800.0,785.0,1585.0,0.0
103,7,6,5,3,10.0,3,100.0,0,2,1,2,3,0,0,1,0,2,845.0,640.0,1525.0,0.0
104,8,6,5,8,4.5,6,122.5,1,2,1,5,6,0,2,2,0,6,770.0,451.0,1211.5,0.125
105,9,6,5,13,10.0,10,103.0,2,7,3,5,12,0,1,7,2,4,807.0,502.0,1318.0,0.15384615384615385
106,10,6,5,40,10.0,26,110.0,3,13,3,26,36,0,4,19,7,14,658.0,452.5,1196.0,0.075
107,11,6,5,73,10.0,35,138.0,8,22,8,52,66,0,7,24,11,38,751.0,562.0,1384.0,0.1095890410958904
108,12,6,5,35,10.0,22,109.0,3,8,5,23,31,0,4,14,7,14,598.0,497.0,1287.5,0.08571428571428572
109,13,6,5,18,10.0,14,67.5,3,4,6,11,18,0,0,8,1,9,658.0,520.5,1284.0,0.16666666666666666
110,14,6,5,21,10.0,17,138.0,2,12,4,16,20,0,1,6,8,7,740.0,472.0,1337.5,0.09523809523809523
111,15,6,5,11,0.0,9,200.0,0,3,2,10,11,0,0,3,3,5,523.0,546.0,1142.0,0.0
112,16,6,5,24,10.0,18,137.0,3,11,6,18,22,0,2,8,6,10,582.0,610.0,1177.0,0.125
113,17,6,5,27,10.0,21,175.0,4,12,6,22,27,0,0,14,8,5,758.0,528.0,1351.0,0.14814814814814814
114,18,6,5,30,0.0,23,127.5,2,12,6,21,30,0,0,10,10,10,670.5,520.0,1278.0,0.06666666666666667
115,19,6,5,32,10.0,24,152.5,5,15,3,27,32,0,0,10,10,12,940.5,462.5,1415.0,0.15625
116,20,6,5,15,10.0,10,130.0,2,6,0,15,15,0,0,7,5,3,814.0,505.0,1204.0,0.13333333333333333
117,21,6,5,6,5.0,5,165.0,1,5,0,5,6,0,0,4,1,1,536.0,647.0,1371.0,0.16666666666666666
127,7,7,6,4,10.0,2,80.0,0,1,0,4,4,0,0,0,0,4,616.5,549.5,1152.5,0.0
128,8,7,6,9,0.0,5,110.0,1,2,1,8,7,0,2,3,0,6,910.0,360.0,1308.5,0.1111111111111111
129,9,7,6,20,10.0,14,130.0,1,9,3,14,20,0,0,5,4,11,801.5,561.0,1243.0,0.05
130,10,7,6,23,10.0,14,160.0,0,10,5,22,22,0,1,2,5,16,654.0,598.0,1452.0,0.0
131,11,7,6,48,10.0,29,125.0,4,22,10,36,46,0,2,14,18,16,757.5,572.5,1465.0,0.08333333333333333
132,12,7,6,51,10.0,32,114.0,6,21,11,35,47,0,4,11,14,26,659.0,494.0,1142.5,0.11764705882352941
133,13,7,6,35,10.0,27,118.0,3,13,10,22,32,0,3,10,13,12,757.0,532.0,1360.0,0.08571428571428572
134,14,7,6,38,0.0,27,121.0,3,14,9,25,34,0,4,13,17,8,608.0,467.0,1215.0,0.07894736842105263
135,15,7,6,23,10.0,19,150.0,4,13,6,17,22,0,1,2,9,12,875.5,568.0,1492.0,0.17391304347826086
136,16,7,6,29,0.0,22,138.0,3,14,6,21,28,0,1,11,9,9,676.0,511.0,1211.5,0.10344827586206896
137,17,7,6,33,10.0,20,185.0,6,14,6,29,33,0,0,10,13,10,895.0,482.0,1665.0,0.18181818181818182
138,18,7,6,44,5.0,29,183.5,5,14,6,39,43,0,1,12,12,20,642.0,541.5,1335.5,0.11363636363636363
139,19,7,6,28,10.0,22,122.5,3,15,3,26,27,0,1,6,8,14,822.0,518.5,1446.0,0.10714285714285714
140,20,7,6,11,10.0,6,130.0,1,4,0,11,11,0,0,4,5,2,644.0,483.0,1064.0,0.09090909090909091
141,21,7,6,10,10.0,7,105.0,1,5,0,9,10,0,0,2,6,2,531.5,462.5,955.0,0.1
150,6,8,0,3,0.0,1,110.0,0,3,0,3,3,0,0,0,0,3,714.0,406.0,1145.0,0.0
151,7,8,0,2,15.0,1,130.0,0,0,0,2,2,0,0,0,0,2,950.0,779.0,1729.0,0.0
152,8,8,0,13,10.0,7,150.0,0,5,0,11,13,0,0,3,1,9,806.0,626.0,1443.0,0.0
153,9,8,0,17,10.0,11,120.0,2,9,4,12,17,0,0,7,2,8,590.0,517.0,1178.0,0.11764705882352941
154,10,8,0,27,0.0,18,148.0,4,13,3,23,24,0,3,8,7,12,661.5,468.0,1274.0,0.14814814814814814
155,11,8,0,45,10.0,23,155.0,4,20,6,34,40,0,5,20,12,13,858.0,467.0,1218.0,0.08888888888888889
156,12,8,0,35,10.0,25,120.0,5,18,5,30,32,0,3,13,7,15,776.5,616.0,1286.5,0.14285714285714285
157,13,8,0,38,10.0,23,118.5,2,14,10,26,34,0,4,13,12,13,679.5,466.0,999.5,0.05263157894736842
158,14,8,0,30,10.0,21,109.5,3,11,2,21,29,0,1,14,7,9,488.5,516.5,1045.0,0.1
159,15,8,0,25,0.0,20,270.0,4,14,10,22,25,0,0,4,13,8,1012.0,518.0,1554.0,0.16
160,16,8,0,23,10.0,18,200.0,2,9,3,19,22,0,1,5,5,13,799.0,635.0,1580.0,0.08695652173913043
161,17,8,0,21,0.0,17,160.0,3,11,6,19,21,0,0,8,5,8,915.0,483.0,1532.0,0.14285714285714285
162,18,8,0,38,10.0,24,100.0,1,17,5,31,35,0,3,14,10,14,735.5,512.0,1236.5,0.02631578947368421
163,19,8,0,11,10.0,7,175.0,0,4,3,10,10,0,1,2,3,6,857.0,558.0,1398.0,0.0
164,20,8,0,7,10.0,6,175.0,0,2,0,6,7,0,0,5,1,1,1060.0,507.0,1306.0,0.0
165,21,8,0,8,0.0,7,127.5,0,5,0,7,8,0,0,2,5,1,1214.0,320.0,1587.5,0.0
174,6,9,1,1,0.0,1,100.0,0,1,0,1,1,0,0,0,0,1,606.0,669.0,1275.0,0.0
175,7,9,1,1,0.0,1,50.0,0,1,0,1,1,0,0,0,0,1,1587.0,461.0,2048.0,0.0
176,8,9,1,9,10.0,7,60.0,0,5,0,4,8,0,1,0,2,7,718.0,661.0,1330.0,0.0
177,9,9,1,20,7.5,13,123.5,2,7,2,12,18,0,2,2,5,13,697.0,508.0,1288.5,0.1
178,10,9,1,33,10.0,19,139.0,4,12,7,25,31,0,2,10,9,14,814.0,549.0,1253.5,0.12121212121212122
179,11,9,1,41,10.0,26,149.0,3,16,5,33,40,0,1,16,7,18,784.0,511.0,1438.0,0.07317073170731707
180,12,9,1,41,10.0,31,111.0,5,18,8,29,39,0,2,14,12,15,689.0,481.0,1207.0,0.12195121951219512
181,13,9,1,44,10.0,24,124.0,3,15,4,31,44,0,0,17,12,15,761.0,510.5,1282.0,0.06818181818181818
182,14,9,1,22,10.0,17,140.5,2,10,6,15,18,0,4,7,8,7,688.5,487.0,1262.5,0.09090909090909091
183,15,9,1,21,2.0,19,114.0,2,9,4,14,20,0,1,6,7,8,594.0,461.0,1053.0,0.09523809523809523
184,16,9,1,20,10.0,17,126.0,2,8,9,14,18,0,2,7,7,6,779.0,523.0,1222.0,0.1
185,17,9,1,21,10.0,16,169.0,5,9,4,19,20,0,1,6,4,11,833.0,600.0,1379.0,0.23809523809523808
186,18,9,1,36,10.0,24,167.5,8,19,5,31,32,0,4,14,8,14,812.0,470.5,1417.0,0.2222222222222222
187,19,9,1,25,0.0,16,160.0,0,8,2,21,25,0,0,5,6,14,652.0,428.0,1077.0,0.0
188,20,9,1,13,10.0,10,170.0,2,6,0,12,13,0,0,7,2,4,697.0,623.0,1637.0,0.15384615384615385
189,21,9,1,8,5.0,6,82.5,1,3,0,5,8,0,0,2,3,3,505.0,433.0,907.0,0.125
198,6,10,2,2,5.0,1,60.0,0,2,0,2,1,0,1,0,0,2,976.5,535.0,1511.5,0.0
199,7,10,2,2,0.0,2,210.0,0,2,0,2,2,0,0,0,0,2,724.5,394.5,1119.0,0.0
200,8,10,2,7,10.0,6,110.0,1,3,1,6,5,0,2,1,0,6,835.0,447.0,1383.0,0.14285714285714285
201,9,10,2,21,10.0,13,100.0,0,7,2,16,19,0,2,9,3,9,665.0,453.0,1203.0,0.0
202,10,10,2,34,10.0,26,127.5,3,15,9,28,32,0,2,14,7,13,806.5,555.0,1225.5,0.08823529411764706
203,11,10,2,58,10.0,33,132.5,10,30,9,50,54,0,4,14,19,25,657.0,551.0,1291.0,0.1724137931034483
204,12,10,2,48,10.0,24,112.0,2,15,6,36,44,0,4,19,9,20,739.5,413.0,1246.5,0.041666666666666664
205,13,10,2,32,10.0,21,114.0,4,15,5,20,31,0,1,8,7,17,494.0,494.0,1099.0,0.125
206,14,10,2,23,10.0,18,98.0,2,9,3,15,21,0,2,6,3,14,527.0,504.0,1096.0,0.08695652173913043
207,15,10,2,24,10.0,21,130.0,3,9,6,19,24,0,0,6,10,8,757.0,438.0,1224.5,0.125
208,16,10,2,24,10.0,17,127.0,2,7,2,21,22,0,2,6,3,15,597.5,584.5,1194.5,0.08333333333333333
209,17,10,2,22,10.0,20,110.0,4,10,5,17,21,0,1,9,4,9,732.0,538.0,1224.0,0.18181818181818182
210,18,10,2,38,10.0,27,129.5,3,13,8,31,36,0,2,8,13,17,720.0,492.5,1169.5,0.07894736842105263
211,19,10,2,31,10.0,22,170.0,5,20,4,29,29,0,2,8,8,15,814.5,514.0,1411.5,0.16129032258064516
212,20,10,2,14,10.0,10,125.0,2,7,0,14,13,0,1,3,5,6,759.0,485.0,1121.0,0.14285714285714285
213,21,10,2,11,10.0,7,120.0,1,5,0,9,11,0,0,4,0,7,725.0,474.0,1283.0,0.09090909090909091
222,6,11,3,2,10.0,1,80.0,0,2,0,2,2,0,0,0,0,2,612.5,653.5,1266.0,0.0
223,7,11,3,5,10.0,3,150.0,0,5,1,4,4,0,1,1,0,4,603.0,551.0,1080.0,0.0
224,8,11,3,6,10.0,5,67.5,0,3,0,3,6,0,0,2,1,3,520.5,491.5,1198.5,0.0
225,9,11,3,17,0.0,13,80.0,1,10,1,11,16,0,1,7,4,6,647.0,451.0,1066.0,0.058823529411764705
226,10,11,3,43,10.0,25,128.0,11,21,5,34,40,0,3,22,8,13,581.0,531.0,1099.0,0.2558139534883721
227,11,11,3,40,10.0,25,140.0,5,15,6,34,38,0,2,16,7,17,820.0,542.5,1452.0,0.125
228,12,11,3,43,10.0,25,139.0,2,18,13,34,37,0,6,18,10,15,837.0,488.0,1363.0,0.046511627906976744
229,13,11,3,26,10.0,25,122.5,2,14,7,18,25,0,1,9,6,11,760.0,465.5,1196.0,0.07692307692307693
230,14,11,3,22,10.0,16,100.0,2,6,3,14,21,0,1,9,7,6,591.0,536.0,1119.0,0.09090909090909091
231,15,11,3,16,10.0,14,247.0,3,8,1,13,16,0,0,3,4,9,629.0,495.0,1216.0,0.1875
232,16,11,3,20,10.0,19,171.5,1,10,7,16,17,0,3,3,8,9,707.0,610.5,1413.0,0.05
233,17,11,3,27,10.0,24,125.0,5,14,2,22,26,0,1,3,10,14,761.0,549.0,1377.0,0.18518518518518517
234,18,11,3,28,10.0,20,169.0,2,14,6,24,28,0,0,5,12,11,823.0,545.5,1482.5,0.07142857142857142
235,19,11,3,22,0.0,12,117.5,1,6,0,16,22,0,0,7,4,11,584.5,514.0,1248.0,0.045454545454545456
236,20,11,3,12,10.0,10,137.5,0,3,0,9,10,0,2,4,2,6,698.0,452.0,1339.0,0.0
237,21,11,3,2,5.0,2,327.0,0,2,0,2,2,0,0,1,1,0,907.0,380.5,1287.5,0.0
246,6,12,4,2,5.0,1,142.5,0,2,0,2,2,0,0,0,0,2,571.5,411.0,982.5,0.0
247,7,12,4,2,10.0,2,167.5,0,2,1,1,2,0,0,1,0,1,1157.5,749.5,1907.0,0.0
248,8,12,4,14,0.0,8,118.5,1,7,2,6,13,0,1,7,1,6,635.5,600.0,1216.0,0.07142857142857142
249,9,12,4,6,5.0,4,141.5,0,2,0,5,6,0,0,3,0,3,769.0,426.0,1053.5,0.0
250,10,12,4,27,10.0,21,130.0,5,11,2,20,24,0,3,12,6,9,679.0,530.0,1198.0,0.18518518518518517
251,11,12,4,71,10.0,39,159.0,15,38,10,59,63,0,8,26,18,27,849.0,502.0,1389.0,0.2112676056338028
252,12,12,4,46,10.0,28,110.0,3,26,9,39,43,0,3,19,13,14,887.0,507.5,1426.0,0.06521739130434782
253,13,12,4,35,10.0,22,119.63,2,13,6,25,35,0,0,10,10,15,622.0,497.0,1147.0,0.05714285714285714
254,14,12,4,22,10.0,19,159.5,2,7,6,15,20,0,2,7,5,10,956.0,369.5,1358.0,0.09090909090909091
255,15,12,4,25,10.0,22,106.0,4,12,8,16,24,0,1,8,5,12,556.0,659.0,1268.0,0.16
256,16,12,4,16,10.0,15,177.0,2,5,7,10,14,0,2,3,5,8,636.0,653.5,1382.0,0.125
257,17,12,4,26,10.0,19,155.0,2,13,7,23,23,0,3,5,8,13,788.0,530.0,1229.0,0.07692307692307693
258,18,12,4,35,10.0,25,185.0,4,16,6,29,35,0,0,11,9,15,762.0,543.0,1352.0,0.11428571428571428
259,19,12,4,26,10.0,16,97.0,2,14,0,21,22,0,4,4,3,19,670.0,571.5,1132.0,0.07692307692307693
260,20,12,4,9,10.0,8,120.0,0,4,0,8,8,0,1,3,2,4,765.0,519.0,1271.0,0.0
261,21,12,4,8,10.0,7,137.0,0,5,0,7,7,0,1,4,2,2,926.0,391.0,1309.0,0.0
270,6,13,5,2,12.5,1,67.5,0,2,0,2,1,0,1,0,0,2,413.0,524.5,937.5,0.0
271,7,13,5,5,10.0,3,95.0,0,4,3,2,5,0,0,3,0,2,925.0,520.0,1396.0,0.0
272,8,13,5,15,10.0,10,79.0,1,5,0,11,15,0,0,3,2,10,776.0,522.0,1127.0,0.06666666666666667
273,9,13,5,17,10.0,13,105.0,3,6,1,9,17,0,0,7,3,7,513.0,527.0,1024.0,0.17647058823529413
274,10,13,5,31,10.0,18,162.0,3,14,2,27,29,0,2,13,8,10,741.0,468.0,1355.0,0.0967741935483871
275,11,13,5,56,10.0,32,149.0,3,32,12,51,50,0,6,14,22,20,796.5,485.0,1330.5,0.05357142857142857
276,12,13,5,52,10.0,28,112.5,4,18,4,37,49,0,3,20,12,20,752.5,463.0,1347.5,0.07692307692307693
277,13,13,5,41,0.0,31,110.0,3,15,7,30,38,0,3,18,8,15,650.0,477.0,1265.0,0.07317073170731707
278,14,13,5,26,5.0,21,103.5,0,7,4,14,24,0,2,11,7,8,624.5,474.0,1083.5,0.0
279,15,13,5,22,10.0,15,161.0,2,11,7,15,21,0,1,8,6,8,631.0,417.0,1217.0,0.09090909090909091
280,16,13,5,30,10.0,23,177.5,5,11,4,26,30,0,0,10,6,14,885.0,541.0,1506.5,0.16666666666666666
281,17,13,5,25,10.0,21,155.0,4,12,5,18,24,0,1,8,5,12,892.0,623.0,1396.5,0.16
282,18,13,5,31,10.0,18,150.0,2,11,5,29,27,0,4,9,12,10,808.0,499.0,1378.0,0.06451612903225806
283,19,13,5,29,10.0,20,159.0,1,16,2,27,27,0,2,8,10,11,721.0,511.0,1447.0,0.034482758620689655
284,20,13,5,16,10.0,13,159.5,3,8,0,15,16,0,0,4,8,4,822.0,467.5,1398.0,0.1875
285,21,13,5,5,10.0,5,323.0,1,2,0,5,5,0,0,1,2,2,710.0,566.0,1311.0,0.2
295,7,14,6,3,10.0,3,150.0,0,2,0,3,3,0,0,0,0,3,798.0,754.0,1557.0,0.0
296,8,14,6,8,10.0,7,145.0,2,5,1,6,8,0,0,1,0,7,824.0,579.5,1296.0,0.25
297,9,14,6,13,10.0,8,99.0,0,2,0,10,13,0,0,4,1,8,717.0,449.0,1349.0,0.0
298,10,14,6,32,10.0,19,132.5,4,10,4,25,31,0,1,18,9,5,885.5,441.5,1370.5,0.125
299,11,14,6,37,10.0,25,150.0,3,15,4,30,37,0,0,14,9,14,753.0,452.0,1367.0,0.08108108108108109
300,12,14,6,32,10.0,25,118.5,2,16,5,25,25,0,7,13,7,12,853.0,484.5,1302.0,0.0625
301,13,14,6,29,0.0,24,114.0,4,12,1,22,28,0,1,6,8,15,652.5,423.0,1160.5,0.13793103448275862
302,14,14,6,26,0.0,22,136.5,4,10,1,22,26,0,0,9,7,10,764.0,360.5,1171.0,0.15384615384615385
303,15,14,6,17,10.0,13,105.0,4,4,2,13,17,0,0,4,5,8,652.0,585.0,1294.0,0.23529411764705882
304,16,14,6,24,10.0,19,174.5,2,11,5,21,22,0,2,7,7,10,973.0,556.0,1416.0,0.08333333333333333
305,17,14,6,26,0.0,18,105.0,5,13,1,23,26,0,0,7,6,13,779.0,415.0,1248.0,0.19230769230769232
306,18,14,6,35,10.0,23,180.0,5,15,6,32,33,0,2,12,11,12,853.0,447.0,1336.0,0.14285714285714285
307,19,14,6,23,0.0,19,135.0,1,11,5,19,23,0,0,6,9,8,586.0,417.0,1068.0,0.043478260869565216
308,20,14,6,17,10.0,12,120.0,0,4,1,14,16,0,1,9,4,4,646.0,416.0,1195.0,0.0
309,21,14,6,13,0.0,8,90.0,0,6,0,8,12,0,1,4,3,6,795.0,427.0,1245.0,0.0
320,8,15,0,9,10.0,6,150.0,2,1,0,6,7,0,2,3,1,5,1058.0,447.0,1448.0,0.2222222222222222
321,9,15,0,8,18.0,7,90.0,2,2,0,4,8,0,0,4,0,4,328.5,706.5,961.5,0.25
322,10,15,0,27,0.0,15,130.0,4,8,1,21,27,0,0,16,2,9,885.0,397.0,1341.0,0.14814814814814814
323,11,15,0,49,10.0,26,129.0,8,25,6,39,46,0,3,17,6,26,807.0,527.0,1407.0,0.16326530612244897
324,12,15,0,47,10.0,27,170.0,7,22,11,32,42,0,5,13,15,19,805.0,510.0,1408.0,0.14893617021276595
325,13,15,0,34,10.0,23,199.5,5,19,9,27,32,0,2,10,15,9,1009.5,472.0,1625.5,0.14705882352941177
326,14,15,0,25,10.0,18,139.0,3,11,2,22,23,0,2,10,8,7,808.0,524.0,1334.0,0.12
327,15,15,0,15,10.0,13,145.0,0,5,4,10,14,0,1,4,5,6,645.0,517.0,1261.0,0.0
328,16,15,0,19,10.0,17,169.0,4,11,6,15,18,0,1,3,10,6,701.0,575.0,1286.0,0.21052631578947367
329,17,15,0,36,10.0,26,242.0,6,17,9,32,36,0,0,12,14,10,811.0,568.5,1490.0,0.16666666666666666
330,18,15,0,32,0.0,22,150.0,1,7,5,24,31,0,1,9,8,15,735.0,397.5,1193.5,0.03125
331,19,15,0,22,2.5,14,183.0,3,10,0,20,20,0,2,6,10,6,633.0,492.0,1216.0,0.13636363636363635
332,20,15,0,5,20.0,4,135.0,0,2,0,4,4,0,1,2,3,0,530.0,455.0,852.0,0.0
333,21,15,0,10,10.0,5,162.0,1,3,0,6,10,0,0,3,6,1,614.5,495.0,1171.5,0.1
343,7,16,1,2,15.0,2,170.0,0,0,0,2,2,0,0,0,0,2,1426.0,689.0,2115.0,0.0
344,8,16,1,10,5.0,5,135.0,1,3,4,4,8,0,2,6,0,4,962.0,363.5,1134.0,0.1
345,9,16,1,12,0.0,9,119.0,3,4,2,9,12,0,0,2,1,9,678.5,579.0,1194.0,0.25
346,10,16,1,35,0.0,22,120.0,3,12,3,28,28,0,7,13,6,16,715.0,456.0,1120.0,0.08571428571428572
347,11,16,1,58,0.0,32,135.0,4,25,17,42,51,0,7,19,16,23,824.0,480.0,1250.0,0.06896551724137931
348,12,16,1,45,10.0,28,115.0,3,21,10,34,42,0,3,19,8,18,756.5,479.0,1307.0,0.06666666666666667
349,13,16,1,37,10.0,27,120.0,3,18,10,22,34,0,3,16,9,12,681.0,465.0,1247.0,0.08108108108108109
350,14,16,1,28,10.0,20,150.0,4,10,3,23,28,0,0,12,4,12,741.5,535.0,1410.5,0.14285714285714285
351,15,16,1,20,0.0,17,160.0,1,11,6,13,19,0,1,4,5,11,506.5,467.5,1070.0,0.05
352,16,16,1,18,0.0,15,107.0,1,5,4,14,16,0,2,7,0,11,681.0,388.0,1061.0,0.05555555555555555
353,17,16,1,33,10.0,20,165.0,6,8,4,26,32,0,1,18,5,10,699.0,541.0,1356.0,0.18181818181818182
354,18,16,1,33,0.0,25,200.0,4,16,5,29,32,0,1,17,10,6,854.0,519.0,1363.0,0.12121212121212122
355,19,16,1,26,5.0,17,184.5,2,13,5,20,26,0,0,14,8,4,708.0,496.5,1282.0,0.07692307692307693
356,20,16,1,10,5.0,9,117.5,1,3,0,10,10,0,0,4,1,5,523.0,403.0,1065.0,0.1
